Region,Crop,Soil_Type,Irrigation_Type,Rainfall_mm,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Fertilizer_kg_per_hectare,Irrigation_Hours,Pest_Level,Crop_Yield_Tons_per_Hectare
West Bengal,Maize,Sandy,Canal,877.5,27.6,49.6,45.8,145.2,2.1,3.9,5.3
West Bengal,Maize,Clay,Rainfed,1059.6,27.1,70.3,39.5,158.8,8.0,4.6,5.79
Punjab,Wheat,Clay,Sprinkler,624.4,20.5,81.1,48.4,125.1,6.9,1.0,5.43
Karnataka,Cotton,Black Soil,Sprinkler,550.5,31.2,47.2,33.9,132.7,10.7,3.3,5.08
Karnataka,Groundnut,Clay,Drip,546.1,32.3,56.8,35.5,117.4,2.3,3.5,4.38
West Bengal,Maize,Black Soil,Sprinkler,748.2,24.2,54.7,50.1,139.8,13.2,2.8,5.95
Punjab,Sugarcane,Black Soil,Sprinkler,571.6,27.3,78.4,29.6,82.3,4.5,2.1,5.97
Maharashtra,Wheat,Black Soil,Sprinkler,812.5,26.7,63.6,38.2,65.7,8.1,5.3,5.39
Karnataka,Wheat,Clay,Sprinkler,796.9,29.7,64.1,46.5,86.0,5.2,3.8,5.48
Maharashtra,Groundnut,Black Soil,Drip,1004.1,25.8,70.1,53.2,122.5,5.9,4.0,6.56
Karnataka,Sugarcane,Clay,Canal,844.1,31.7,57.5,45.7,69.5,1.9,6.1,5.48
Karnataka,Cotton,Black Soil,Canal,688.4,28.3,50.7,42.0,92.8,10.6,3.1,5.23
Andhra Pradesh,Sugarcane,Red Soil,Rainfed,870.4,18.0,84.4,54.4,94.0,6.2,2.8,5.73
Karnataka,Cotton,Black Soil,Sprinkler,553.4,29.8,85.5,42.7,142.4,6.4,6.0,5.45
Tamil Nadu,Sugarcane,Loamy,Drip,771.6,32.0,70.2,47.3,138.1,13.9,0.8,6.82
Punjab,Sugarcane,Black Soil,Rainfed,850.3,23.4,71.0,50.9,117.5,9.9,3.6,6.49
Punjab,Rice,Sandy,Rainfed,808.4,29.6,83.1,43.4,130.8,5.0,2.2,5.11
Maharashtra,Wheat,Black Soil,Canal,871.3,35.3,69.9,59.8,131.5,5.2,4.0,6.16
Karnataka,Sugarcane,Loamy,Drip,638.3,28.4,63.0,27.1,102.3,7.8,4.5,5.54
Tamil Nadu,Groundnut,Loamy,Drip,1033.4,32.6,68.5,59.6,96.0,9.3,4.6,6.21
Maharashtra,Sugarcane,Clay,Drip,1180.9,26.2,84.7,59.9,168.8,12.3,5.3,7.39
Andhra Pradesh,Maize,Red Soil,Canal,427.4,27.9,68.6,37.2,30.0,2.2,3.0,3.74
Maharashtra,Wheat,Black Soil,Canal,512.6,27.2,60.0,38.3,89.1,9.2,3.2,4.54
Maharashtra,Maize,Clay,Canal,789.5,26.5,69.8,43.8,107.9,9.7,4.4,4.76
Karnataka,Wheat,Red Soil,Canal,723.6,27.4,75.9,49.7,134.6,4.6,5.1,4.86
Andhra Pradesh,Maize,Black Soil,Canal,1197.2,21.5,74.4,54.7,154.7,5.9,1.2,7.92
Maharashtra,Sugarcane,Sandy,Sprinkler,828.4,26.7,74.6,41.3,180.0,2.1,4.1,5.85
Tamil Nadu,Sugarcane,Black Soil,Sprinkler,1086.4,33.4,58.1,57.6,111.8,5.5,2.8,7.6
Tamil Nadu,Rice,Loamy,Drip,329.2,24.1,77.2,42.7,114.1,7.7,3.7,5.26
Punjab,Groundnut,Loamy,Rainfed,959.1,23.7,68.3,37.4,127.7,11.8,2.9,5.67
Andhra Pradesh,Maize,Sandy,Drip,622.6,28.2,59.5,54.7,96.4,12.1,2.2,6.32
Andhra Pradesh,Cotton,Clay,Rainfed,619.1,28.4,77.1,34.3,73.6,3.9,1.7,4.54
Punjab,Rice,Red Soil,Canal,725.4,29.5,62.6,37.4,111.6,11.4,3.2,5.51
Maharashtra,Maize,Black Soil,Rainfed,466.6,27.5,49.1,29.2,141.1,1.2,4.1,4.47
Andhra Pradesh,Maize,Loamy,Drip,877.4,28.3,56.0,46.9,106.5,5.2,2.4,6.74
Tamil Nadu,Rice,Clay,Drip,822.0,26.6,65.8,37.9,129.5,6.1,5.6,5.41
Tamil Nadu,Sugarcane,Sandy,Rainfed,838.6,22.9,74.9,39.0,49.6,7.8,7.9,4.48
Karnataka,Maize,Loamy,Sprinkler,975.1,27.7,57.6,45.2,115.6,7.3,4.2,5.81
Andhra Pradesh,Sugarcane,Sandy,Canal,1113.3,30.9,65.1,53.7,100.9,8.1,3.4,6.7
Maharashtra,Rice,Black Soil,Canal,700.0,30.1,53.4,43.9,70.4,6.5,1.9,5.6
Punjab,Sugarcane,Red Soil,Drip,885.0,21.0,79.8,54.6,138.0,9.9,4.2,6.86
Punjab,Wheat,Loamy,Sprinkler,844.5,29.0,88.6,53.4,179.6,9.1,6.2,6.53
Maharashtra,Cotton,Loamy,Rainfed,863.1,24.4,87.3,52.7,149.6,6.1,7.0,4.54
West Bengal,Maize,Black Soil,Canal,866.4,33.6,79.6,45.1,151.9,9.5,6.0,5.86
Karnataka,Groundnut,Clay,Sprinkler,1129.9,29.3,78.4,42.2,139.9,13.2,5.0,6.74
Punjab,Cotton,Red Soil,Canal,678.9,31.6,43.1,30.8,137.6,5.0,4.2,5.67
Andhra Pradesh,Sugarcane,Loamy,Sprinkler,444.3,28.1,70.1,42.2,52.0,12.0,1.6,5.87
Karnataka,Maize,Red Soil,Sprinkler,626.5,27.7,62.0,45.7,110.5,5.2,3.3,5.02
Andhra Pradesh,Sugarcane,Loamy,Drip,946.6,34.0,78.6,45.0,132.8,11.2,3.1,7.09
Tamil Nadu,Wheat,Red Soil,Canal,785.1,31.9,37.5,36.0,133.6,5.4,3.3,5.63
Karnataka,Rice,Sandy,Rainfed,677.1,28.5,70.3,35.6,159.5,9.3,2.2,5.14
Punjab,Maize,Loamy,Drip,543.2,27.2,65.4,39.6,78.9,7.5,4.9,5.49
Karnataka,Wheat,Red Soil,Drip,828.7,21.2,81.4,46.8,136.3,1.6,3.0,5.48
Karnataka,Wheat,Clay,Rainfed,921.8,29.3,86.6,54.3,77.7,12.7,2.9,5.74
Karnataka,Maize,Sandy,Drip,847.3,27.5,56.9,43.5,107.6,4.3,2.2,5.61
West Bengal,Sugarcane,Sandy,Sprinkler,724.3,30.2,57.4,41.6,112.8,3.2,3.9,5.93
Karnataka,Groundnut,Clay,Sprinkler,812.3,31.4,70.8,52.1,145.2,5.1,6.2,4.7
Andhra Pradesh,Wheat,Red Soil,Canal,811.0,32.9,88.8,32.5,141.1,14.6,3.5,5.64
Tamil Nadu,Cotton,Black Soil,Canal,821.7,29.3,68.7,47.4,119.2,3.2,4.0,5.3
Maharashtra,Wheat,Clay,Rainfed,519.5,23.8,52.7,36.0,39.7,7.5,7.0,4.0
Karnataka,Groundnut,Red Soil,Canal,823.4,19.4,60.7,49.9,130.6,3.6,5.7,4.75
Punjab,Sugarcane,Clay,Sprinkler,683.1,24.7,70.4,45.2,105.6,4.1,4.6,5.98
Karnataka,Sugarcane,Clay,Rainfed,1008.9,33.3,70.9,46.0,163.7,2.2,4.5,6.26
Punjab,Cotton,Loamy,Rainfed,809.2,35.3,59.6,42.2,155.4,7.9,2.4,5.26
Andhra Pradesh,Wheat,Red Soil,Canal,963.8,27.0,60.5,35.3,82.2,6.5,2.2,5.33
Punjab,Sugarcane,Black Soil,Sprinkler,713.6,22.2,56.2,47.3,135.4,3.6,3.8,6.58
Maharashtra,Groundnut,Loamy,Rainfed,721.5,25.4,81.7,44.5,136.1,9.6,3.8,4.73
Tamil Nadu,Maize,Clay,Sprinkler,1108.7,32.6,58.0,61.1,133.5,9.9,2.0,6.96
Punjab,Rice,Clay,Sprinkler,876.0,25.6,62.4,44.5,129.0,8.2,4.8,5.73
Punjab,Rice,Clay,Sprinkler,622.8,30.4,62.1,46.1,137.1,10.5,3.0,6.7
Tamil Nadu,Rice,Red Soil,Canal,977.3,28.7,48.7,43.0,167.6,6.0,5.5,5.94
Maharashtra,Wheat,Red Soil,Drip,662.7,30.8,57.6,25.3,95.7,8.0,3.4,4.99
Karnataka,Cotton,Loamy,Drip,829.7,35.3,82.7,45.2,83.3,6.0,3.2,5.74
Punjab,Sugarcane,Black Soil,Rainfed,1184.1,30.4,53.5,51.2,142.4,2.5,1.8,6.5
Tamil Nadu,Maize,Loamy,Sprinkler,465.1,28.6,56.4,30.3,49.1,7.7,2.0,4.41
Andhra Pradesh,Groundnut,Sandy,Canal,741.3,35.7,52.0,48.9,137.9,7.5,5.9,4.62
Tamil Nadu,Maize,Clay,Sprinkler,869.8,29.4,66.9,54.0,131.7,6.9,4.0,6.23
Andhra Pradesh,Groundnut,Clay,Sprinkler,948.2,24.8,90.6,49.3,32.9,8.1,4.2,5.34
Maharashtra,Wheat,Clay,Canal,506.9,30.7,66.4,36.6,92.7,11.2,6.4,4.64
Karnataka,Rice,Loamy,Drip,442.1,29.8,68.8,36.4,170.2,6.4,1.1,5.72
Tamil Nadu,Wheat,Loamy,Sprinkler,1020.0,26.8,58.5,46.6,64.0,4.1,4.7,5.68
West Bengal,Cotton,Clay,Sprinkler,621.5,25.9,67.3,43.9,122.4,6.3,0.6,5.76
Punjab,Cotton,Loamy,Drip,612.3,26.8,82.7,31.1,79.8,6.6,2.7,5.1
Maharashtra,Groundnut,Red Soil,Canal,1121.1,25.9,69.7,46.6,90.2,10.0,1.4,5.94
Tamil Nadu,Sugarcane,Red Soil,Rainfed,795.3,26.9,93.6,40.1,182.1,7.3,5.0,5.51
Punjab,Sugarcane,Loamy,Drip,796.8,24.6,83.1,48.2,119.3,3.6,0.1,6.89
Tamil Nadu,Groundnut,Clay,Rainfed,740.4,29.5,67.0,41.7,133.1,9.4,3.1,5.63
Andhra Pradesh,Cotton,Loamy,Rainfed,510.7,29.2,66.7,45.9,,8.9,1.4,5.47
Tamil Nadu,Cotton,Loamy,Drip,928.7,29.4,87.6,,62.0,7.3,2.0,6.71
West Bengal,Cotton,Loamy,Sprinkler,870.1,27.8,69.6,41.9,73.5,9.8,2.2,5.9
Tamil Nadu,Wheat,Sandy,Rainfed,817.1,27.3,84.9,49.2,156.2,10.3,5.9,5.11
Tamil Nadu,Cotton,Red Soil,Rainfed,754.4,33.8,92.0,41.4,120.4,5.9,2.9,4.31
West Bengal,Maize,Black Soil,Canal,715.7,28.3,65.5,45.7,88.0,4.3,6.6,5.09
Maharashtra,Rice,Black Soil,Sprinkler,980.7,33.1,72.2,54.6,114.2,7.0,7.0,5.88
Tamil Nadu,Cotton,Sandy,Rainfed,748.9,24.0,79.8,50.4,138.2,8.6,7.3,4.32
West Bengal,Groundnut,Loamy,Canal,765.9,30.4,77.2,45.4,130.9,6.7,3.4,5.46
Punjab,Rice,Sandy,Sprinkler,896.6,25.1,77.1,57.0,88.1,4.0,3.9,5.11
Andhra Pradesh,Wheat,Sandy,Drip,825.8,25.8,52.0,48.3,59.9,7.5,4.2,4.66
Andhra Pradesh,Groundnut,Clay,Drip,1141.3,26.4,57.8,54.3,100.8,0.9,2.8,6.11
Tamil Nadu,Rice,Red Soil,Canal,392.5,26.1,62.1,33.0,153.8,6.0,4.3,4.94
Maharashtra,Groundnut,Black Soil,Drip,846.0,26.1,82.6,42.4,144.9,9.6,1.8,6.35
Maharashtra,Wheat,Loamy,Rainfed,624.8,32.9,53.2,43.1,129.4,9.7,0.1,5.29
Punjab,Maize,Black Soil,Sprinkler,572.7,28.2,86.3,39.9,109.0,0.0,4.8,5.17
Tamil Nadu,Wheat,Black Soil,Rainfed,679.4,28.9,77.4,43.6,96.9,6.4,2.9,5.56
Andhra Pradesh,Wheat,Red Soil,Rainfed,792.0,26.2,81.9,47.7,109.7,8.8,1.7,5.27
Maharashtra,Groundnut,Black Soil,Drip,801.8,31.4,56.8,46.6,142.4,3.5,2.0,5.54
Tamil Nadu,Sugarcane,Black Soil,Rainfed,446.2,29.4,68.9,48.2,150.4,5.9,6.2,4.71
Maharashtra,Cotton,Sandy,Drip,661.0,26.8,71.6,38.4,105.8,10.6,4.3,5.2
West Bengal,Cotton,Red Soil,Sprinkler,841.9,21.7,71.1,48.6,203.8,5.5,0.8,5.62
Maharashtra,Maize,Clay,Sprinkler,587.1,28.9,71.5,38.3,118.2,11.8,1.4,5.49
Andhra Pradesh,Maize,Loamy,Rainfed,534.7,30.3,64.7,23.6,102.9,4.8,3.0,4.59
Karnataka,Cotton,Black Soil,Canal,283.7,24.1,69.6,30.9,166.6,11.2,4.4,4.14
Punjab,Sugarcane,Loamy,Drip,634.1,26.8,80.4,35.2,43.7,7.1,2.1,5.66
Punjab,Cotton,Clay,Drip,527.1,30.1,54.0,37.8,131.8,4.4,3.2,5.36
Andhra Pradesh,Sugarcane,Loamy,Rainfed,563.5,21.7,86.6,38.9,112.5,11.2,3.7,5.13
Maharashtra,Maize,Clay,Drip,720.2,25.4,79.8,45.3,165.7,3.4,3.7,5.43
Tamil Nadu,Rice,Sandy,Drip,648.0,29.5,56.4,38.0,136.2,4.6,0.0,5.46
Maharashtra,Groundnut,Black Soil,Canal,523.4,32.4,72.6,35.7,119.9,8.5,3.9,5.06
Andhra Pradesh,Maize,Clay,Canal,314.5,36.7,78.8,37.1,138.2,7.2,0.4,5.61
Punjab,Maize,Loamy,Rainfed,846.5,35.8,53.2,41.3,78.1,7.8,3.0,5.39
Maharashtra,Wheat,Black Soil,Canal,945.6,28.6,68.5,37.6,148.8,5.9,2.6,5.37
Punjab,Wheat,Sandy,Rainfed,692.7,26.1,67.1,43.3,67.9,3.4,1.6,4.65
Tamil Nadu,Wheat,Black Soil,Sprinkler,721.5,31.7,60.3,49.5,127.5,5.0,5.0,5.51
Punjab,Groundnut,Clay,Rainfed,780.6,25.8,69.1,48.7,116.2,11.0,1.5,5.27
Punjab,Wheat,Sandy,Sprinkler,1127.3,25.0,60.8,54.2,53.3,3.0,2.6,5.45
Karnataka,Sugarcane,Loamy,Rainfed,435.1,26.8,84.5,43.4,117.4,11.9,5.1,4.91
Karnataka,Cotton,Sandy,Drip,688.8,26.3,60.5,48.7,124.9,7.9,2.5,4.85
West Bengal,Rice,Sandy,Canal,401.2,29.7,77.5,33.0,92.1,5.2,2.1,4.41
Karnataka,Maize,Red Soil,Sprinkler,859.7,25.6,48.1,48.0,79.6,1.0,3.0,5.9
Punjab,Sugarcane,Sandy,Rainfed,748.3,28.3,66.1,45.5,132.2,1.4,4.5,4.64
Andhra Pradesh,Rice,Sandy,Canal,824.7,34.4,68.1,45.1,127.7,5.9,6.1,5.68
Punjab,Sugarcane,Black Soil,Rainfed,813.7,28.5,65.7,52.1,122.9,5.6,1.8,6.32
Andhra Pradesh,Sugarcane,Loamy,Canal,998.0,34.1,63.2,49.0,115.3,7.4,2.0,6.63
Andhra Pradesh,Maize,Black Soil,Canal,898.4,32.8,60.0,44.5,95.2,12.2,3.0,6.03
Karnataka,Cotton,Black Soil,Rainfed,962.7,30.4,77.1,33.5,194.5,8.6,3.9,5.47
Maharashtra,Wheat,Clay,Sprinkler,545.6,26.6,80.0,33.8,104.6,6.6,2.1,5.17
Tamil Nadu,Groundnut,Black Soil,Sprinkler,1042.5,32.2,67.0,43.2,84.7,10.7,4.7,6.16
Karnataka,Cotton,Red Soil,Drip,621.1,27.0,54.8,40.3,116.9,7.5,1.8,4.49
Karnataka,Groundnut,Red Soil,Canal,633.7,28.0,89.5,33.3,108.7,11.8,0.1,6.22
Maharashtra,Maize,Clay,Drip,839.6,29.3,57.4,49.6,103.7,5.0,4.5,5.13
Tamil Nadu,Maize,Loamy,Drip,846.4,28.0,50.5,52.8,180.6,3.6,4.7,6.4
Punjab,Maize,Loamy,Rainfed,544.2,25.1,43.8,38.4,75.5,1.0,5.4,3.39
West Bengal,Rice,Black Soil,Rainfed,741.9,21.9,69.2,37.6,116.3,6.7,0.0,5.42
West Bengal,Groundnut,Black Soil,Rainfed,1107.4,31.8,65.4,54.4,77.8,3.3,2.3,5.34
Punjab,Cotton,Black Soil,Canal,457.0,30.3,80.4,47.8,96.1,3.3,3.0,4.82
Karnataka,Cotton,Loamy,Rainfed,1106.7,21.1,75.3,62.2,175.8,10.1,6.7,6.22
Tamil Nadu,Sugarcane,Sandy,Rainfed,726.8,25.0,71.5,34.7,124.9,1.8,3.2,4.62
Karnataka,Sugarcane,Red Soil,Canal,265.7,28.7,64.7,23.0,124.4,7.3,1.1,5.0
Andhra Pradesh,Sugarcane,Sandy,Canal,479.3,29.8,81.3,26.8,82.1,6.8,4.0,4.01
Karnataka,Maize,Sandy,Sprinkler,568.0,21.9,90.4,32.4,100.1,7.3,5.9,4.29
Karnataka,Cotton,Loamy,Rainfed,642.7,27.6,80.1,42.6,178.8,11.2,5.5,5.13
Punjab,Groundnut,Sandy,Rainfed,757.0,30.2,62.4,40.6,132.5,4.5,4.5,4.33
Punjab,Maize,Clay,Rainfed,250.0,26.6,77.4,26.2,103.1,11.2,4.0,4.4
Punjab,Rice,Black Soil,Sprinkler,,29.0,63.2,51.8,130.4,1.7,0.0,6.42
West Bengal,Sugarcane,Clay,Rainfed,547.9,26.0,54.7,41.9,124.4,9.0,3.5,5.27
Andhra Pradesh,Maize,Red Soil,Sprinkler,1085.9,31.6,57.2,41.9,85.6,11.4,3.8,5.69
Punjab,Maize,Black Soil,Drip,720.6,24.8,63.7,48.9,102.1,0.0,3.2,6.09
Tamil Nadu,Rice,Sandy,Sprinkler,987.4,23.4,69.2,52.7,193.9,6.9,4.8,6.59
West Bengal,Wheat,Red Soil,Drip,1024.3,28.1,92.7,53.8,128.7,6.6,3.2,6.46
Maharashtra,Cotton,Black Soil,Rainfed,1018.3,22.3,57.4,47.0,60.1,7.2,2.8,5.07
Tamil Nadu,Groundnut,Sandy,Drip,655.4,19.6,83.9,40.3,132.9,12.1,5.4,4.9
Tamil Nadu,Wheat,Clay,Sprinkler,652.6,32.3,64.2,29.5,160.6,4.7,2.8,5.83
Punjab,Sugarcane,Black Soil,Canal,730.5,24.1,43.8,48.5,83.3,3.4,3.6,6.06
Maharashtra,Maize,Sandy,Drip,920.0,22.7,61.9,42.0,99.0,7.2,5.1,5.59
Maharashtra,Rice,Clay,Drip,667.6,24.8,82.1,36.5,165.9,10.4,1.7,6.07
West Bengal,Rice,Red Soil,Rainfed,753.8,24.6,72.1,38.5,116.2,8.7,1.5,5.48
Maharashtra,Cotton,Red Soil,Sprinkler,840.2,27.4,72.9,56.8,110.0,7.1,5.9,5.84
Andhra Pradesh,Wheat,Red Soil,Drip,580.9,23.6,83.9,35.5,68.2,6.3,2.4,4.47
Punjab,Cotton,Red Soil,Drip,567.0,30.0,55.6,44.8,152.5,1.0,4.7,4.76
Maharashtra,Maize,Loamy,Drip,745.2,30.6,55.4,43.5,108.4,8.8,0.3,6.33
West Bengal,Cotton,Black Soil,Drip,774.3,22.9,40.8,39.4,39.0,9.1,0.0,5.23
Andhra Pradesh,Groundnut,Black Soil,Canal,875.5,25.5,78.5,40.8,60.0,4.9,4.2,4.45
Karnataka,Rice,Loamy,Sprinkler,927.8,25.9,74.7,44.4,95.3,5.6,3.3,6.51
Karnataka,Rice,Sandy,Rainfed,538.2,27.3,76.7,38.0,77.5,3.9,4.2,4.36
Andhra Pradesh,Sugarcane,Sandy,Rainfed,601.3,32.3,53.8,43.6,82.9,9.6,6.9,3.89
West Bengal,Sugarcane,Red Soil,Canal,566.4,32.6,48.7,36.3,197.1,5.9,1.3,5.39
Andhra Pradesh,Maize,Clay,Sprinkler,1090.7,38.0,52.2,49.2,139.8,6.6,3.6,6.06
Punjab,Groundnut,Sandy,Drip,753.5,18.9,56.9,38.6,30.0,8.9,6.2,4.72
Punjab,Wheat,Clay,Canal,783.5,24.3,86.6,37.4,,8.0,1.5,5.67
Karnataka,Cotton,Black Soil,Sprinkler,792.7,35.3,80.0,37.2,111.9,8.7,2.4,5.58
Maharashtra,Maize,Clay,Drip,622.6,20.8,62.5,46.5,63.3,7.5,0.3,5.53
West Bengal,Sugarcane,Black Soil,Canal,1124.1,35.2,71.6,49.9,133.7,7.6,7.5,6.5
Karnataka,Cotton,Loamy,Sprinkler,870.4,28.6,59.9,44.1,43.6,7.6,0.0,6.39
Maharashtra,Sugarcane,Loamy,Rainfed,788.7,28.7,72.4,40.7,153.4,8.4,4.9,5.51
Maharashtra,Cotton,Red Soil,Rainfed,536.8,22.9,54.3,36.5,165.5,8.5,1.1,4.66
Punjab,Wheat,Sandy,Sprinkler,524.4,26.2,77.0,40.3,197.3,3.3,1.6,5.49
Tamil Nadu,Maize,Red Soil,Rainfed,712.0,35.0,57.8,39.9,59.9,5.2,5.4,4.14
Tamil Nadu,Cotton,Black Soil,Sprinkler,626.0,27.8,77.7,41.7,67.0,6.4,2.2,4.93
Andhra Pradesh,Groundnut,Red Soil,Drip,545.2,26.2,62.9,47.1,139.2,8.4,4.7,4.63
Punjab,Rice,Clay,Sprinkler,698.4,29.6,58.5,37.5,156.4,11.8,6.0,5.59
Maharashtra,Groundnut,Black Soil,Drip,732.4,27.2,87.4,40.7,143.3,4.6,3.9,5.75
West Bengal,Groundnut,Loamy,Canal,811.2,29.4,70.1,49.1,152.8,9.6,5.1,5.7
Tamil Nadu,Rice,Sandy,Sprinkler,669.1,24.6,64.1,50.7,163.2,5.3,3.6,5.77
Maharashtra,Groundnut,Black Soil,Canal,558.3,27.7,77.1,31.5,122.1,11.1,3.7,5.11
Tamil Nadu,Cotton,Black Soil,Rainfed,566.0,25.4,51.9,28.9,107.6,12.7,2.4,4.62
Tamil Nadu,Cotton,Clay,Drip,1046.9,20.8,81.3,51.2,67.1,1.8,7.0,4.97
Tamil Nadu,Cotton,Sandy,Sprinkler,504.6,29.9,66.3,37.0,104.6,6.0,4.8,4.43
West Bengal,Rice,Loamy,Canal,859.9,23.1,75.2,50.7,109.9,0.0,4.4,5.68
Punjab,Groundnut,Black Soil,Drip,894.3,27.3,49.4,50.6,81.8,1.9,4.9,5.83
West Bengal,Rice,Black Soil,Drip,753.3,31.7,63.4,43.6,113.7,2.1,2.3,5.72
Karnataka,Cotton,Clay,Rainfed,1168.9,22.0,68.1,60.5,77.8,8.9,5.2,5.27
Maharashtra,Groundnut,Red Soil,Rainfed,890.4,30.4,80.4,43.2,154.0,8.3,6.3,4.88
Punjab,Groundnut,Loamy,Drip,1185.4,26.8,76.2,55.9,129.9,9.4,1.0,7.89
Punjab,Sugarcane,Sandy,Drip,636.8,24.1,63.3,33.6,98.9,8.8,4.5,4.69
Punjab,Sugarcane,Black Soil,Sprinkler,640.5,36.1,71.8,40.8,,8.5,3.6,5.71
Punjab,Wheat,Black Soil,Drip,896.1,28.0,83.1,38.6,76.3,7.3,2.6,6.37
West Bengal,Maize,Loamy,Sprinkler,722.5,25.7,65.6,,79.9,6.6,1.5,5.79
Punjab,Sugarcane,Red Soil,Drip,1150.8,24.9,64.3,64.0,92.8,10.1,5.4,7.25
Andhra Pradesh,Rice,Black Soil,Rainfed,855.2,31.5,45.3,35.4,108.3,7.0,3.9,5.15
Maharashtra,Sugarcane,Loamy,Sprinkler,550.2,25.6,64.7,37.5,119.9,8.6,3.1,5.19
Punjab,Wheat,Clay,Canal,397.9,31.0,47.1,39.9,120.1,0.0,4.5,5.14
Maharashtra,Groundnut,Red Soil,Rainfed,762.8,28.0,66.6,57.4,68.8,3.5,3.3,4.86
Andhra Pradesh,Wheat,Sandy,Sprinkler,760.4,32.5,79.9,45.1,112.2,9.9,2.2,5.41
Andhra Pradesh,Groundnut,Black Soil,Sprinkler,849.0,23.8,42.6,47.6,86.4,5.0,3.7,5.11
Maharashtra,Groundnut,Loamy,Canal,1046.4,24.4,82.8,51.4,30.0,2.8,3.4,5.1
Tamil Nadu,Maize,Clay,Sprinkler,1017.4,26.9,64.0,56.8,220.0,8.9,0.3,7.72
Karnataka,Sugarcane,Sandy,Drip,652.6,27.2,67.7,43.9,87.0,7.0,2.4,5.37
Tamil Nadu,Rice,Loamy,Canal,495.4,26.6,62.0,33.9,89.0,5.8,1.2,5.38
Tamil Nadu,Rice,Loamy,Rainfed,508.5,38.5,47.4,44.4,67.9,11.5,0.5,5.65
West Bengal,Cotton,Sandy,Rainfed,617.9,36.3,58.6,37.7,78.0,11.0,4.3,4.26
Tamil Nadu,Groundnut,Clay,Drip,699.3,29.2,93.2,32.9,108.4,6.4,2.3,5.02
Punjab,Rice,Clay,Rainfed,847.1,29.7,54.8,36.6,162.3,9.2,5.4,5.79
West Bengal,Maize,Red Soil,Sprinkler,603.8,27.1,48.9,38.9,108.2,0.3,0.2,5.02
West Bengal,Groundnut,Black Soil,Sprinkler,841.7,23.8,69.7,46.7,103.7,10.3,3.0,6.0
Andhra Pradesh,Maize,Sandy,Drip,859.6,27.3,67.0,52.2,157.0,3.7,2.4,5.95
Tamil Nadu,Rice,Sandy,Rainfed,811.5,31.1,64.1,49.1,96.6,2.6,0.7,6.09
Andhra Pradesh,Rice,Sandy,Rainfed,531.7,33.2,68.2,38.8,115.7,1.6,3.5,4.11
Maharashtra,Cotton,Clay,Drip,882.9,32.0,75.7,53.1,82.7,1.4,0.8,5.6
Karnataka,Rice,Black Soil,Canal,1237.9,22.0,61.0,56.0,174.0,10.2,3.9,7.89
West Bengal,Groundnut,Red Soil,Rainfed,834.1,26.8,70.3,38.1,151.7,8.9,4.8,5.09
Maharashtra,Groundnut,Loamy,Canal,250.0,22.1,80.3,22.2,109.6,4.7,4.0,3.23
Maharashtra,Groundnut,Loamy,Rainfed,1053.0,32.7,56.1,59.0,101.0,9.6,4.2,5.61
Punjab,Cotton,Sandy,Rainfed,625.4,26.4,40.1,27.2,113.9,5.2,5.4,4.16
Karnataka,Cotton,Black Soil,Rainfed,1278.5,27.8,76.0,55.8,110.2,8.0,3.5,6.47
Maharashtra,Rice,Clay,Rainfed,805.6,29.9,95.0,63.0,60.9,5.6,2.0,5.74
Maharashtra,Wheat,Black Soil,Sprinkler,409.4,39.1,67.9,38.0,152.9,6.6,2.4,4.98
Karnataka,Wheat,Black Soil,Canal,325.8,29.1,70.4,31.9,107.1,4.3,2.4,4.59
Karnataka,Cotton,Clay,Canal,1118.7,27.0,64.5,42.9,181.4,4.7,1.6,6.05
Maharashtra,Rice,Sandy,Rainfed,1023.3,23.0,87.1,60.3,129.8,8.6,4.9,6.0
Karnataka,Wheat,Black Soil,Rainfed,1269.7,33.8,67.1,64.0,30.0,9.1,4.4,5.71
Maharashtra,Rice,Loamy,Canal,782.4,27.3,65.8,48.7,70.1,5.8,0.5,5.6
Maharashtra,Rice,Clay,Sprinkler,767.6,34.6,78.9,44.2,39.9,2.4,2.0,5.99
Punjab,Rice,Red Soil,Drip,695.8,32.4,62.2,45.8,69.7,14.4,1.5,6.72
Tamil Nadu,Sugarcane,Sandy,Drip,635.2,26.1,52.6,40.0,57.8,7.1,4.1,4.97
Maharashtra,Groundnut,Clay,Canal,693.7,22.4,78.6,36.5,123.8,7.9,5.4,4.14
Andhra Pradesh,Rice,Red Soil,Rainfed,827.8,29.1,60.9,51.4,103.9,3.2,4.3,4.8
West Bengal,Sugarcane,Red Soil,Rainfed,594.3,25.5,56.3,39.6,140.9,10.6,2.2,6.01
Tamil Nadu,Cotton,Black Soil,Sprinkler,412.8,28.2,93.2,38.5,113.7,11.1,2.9,5.44
Tamil Nadu,Wheat,Black Soil,Drip,815.2,32.2,65.9,44.7,106.6,1.9,1.0,5.45
Tamil Nadu,Groundnut,Black Soil,Sprinkler,589.4,21.4,73.9,42.5,185.1,6.7,1.1,6.08
Punjab,Wheat,Clay,Drip,250.0,29.1,68.4,31.2,122.8,6.5,5.0,4.64
Maharashtra,Groundnut,Clay,Canal,901.6,31.0,57.4,47.0,112.2,14.2,6.1,5.43
Punjab,Wheat,Sandy,Drip,536.2,31.2,76.3,38.6,85.1,11.3,2.2,4.96
